adcode,name
652923,库车县
130522,临城县
220882,大安市
513423,盐源县
131022,固安县
131025,大城县
120114,武清区
513338,得荣县
630203,平安区
630223,互助土族自治县
350206,湖里区
150722,莫力达瓦达斡尔族自治旗
130223,滦县
130281,遵化市
130727,阳原县
130730,怀来县
150824,乌拉特中旗
150121,土默特左旗
130609,徐水区
150104,玉泉区
150125,武川县
130630,涞源县
130726,蔚县
150826,杭锦后旗
150823,乌拉特前旗
411122,临颍县
131127,景县
130627,唐县
130706,下花园区
220183,德惠市
130804,鹰手营子矿区
130823,平泉县
150923,商都县
150926,察哈尔右翼前旗
620104,西固区
620122,皋兰县
330483,桐乡市
150521,科尔沁左翼中旗
150525,奈曼旗
130825,隆化县
630224,化隆回族自治县
152922,阿拉善右旗
152921,阿拉善左旗
152923,额济纳旗
152222,科尔沁右翼中旗
360681,贵溪市
370781,青州市
371122,莒县
152224,突泉县
450326,永福县
330205,江北区
360802,吉州区
152522,阿巴嘎旗
130426,涉县
630202,乐都区
150425,克什克腾旗
150430,敖汉旗
331121,青田县
330781,兰溪市
350104,仓山区
331000,台州市
440305,南山区
450327,灌阳县
360724,上犹县
540227,谢通门县
430527,绥宁县
360722,信丰县
360702,章贡区
230404,南山区
371427,夏津县
630122,湟中县
330302,鹿城区
540224,萨迦县
350627,南靖县
371724,巨野县
370827,鱼台县
371425,齐河县
370521,垦利县
360502,渝水区
542423,比如县
431381,冷水江市
371502,东昌府区
220300,四平市
540327,左贡县
370523,广饶县
371523,茌平县
371581,临清市
360400,九江市
371728,东明县
210113,沈北新区
321300,宿迁市
410900,濮阳市
421003,荆州区
431125,江永县
430225,炎陵县
371526,高唐县
330727,磐安县
410822,博爱县
371522,莘县
530427,新平彝族傣族自治县
530424,华宁县
530322,陆良县
530323,师宗县
530422,澄江县
530425,易门县
230714,乌伊岭区
230711,乌马河区
430503,大祥区
533100,德宏傣族景颇族自治州
640422,西吉县
230321,鸡东县
632621,玛沁县
632625,久治县
130982,任丘市
440100,广州市
320302,鼓楼区
632722,杂多县
440224,仁化县
632623,甘德县
632626,玛多县
511526,珙县
331082,临海市
331081,温岭市
130283,迁安市
440700,江门市
522628,锦屏县
533300,怒江傈僳族自治州
210681,东港市
441200,肇庆市
620502,秦州区
510105,青羊区
469022,屯昌县
130800,承德市
512081,简阳市
411725,确山县
431102,零陵区
230224,泰来县
350322,仙游县
440514,潮南区
430204,石峰区
420205,铁山区
210400,抚顺市
513437,雷波县
440304,福田区
210500,本溪市
210900,阜新市
653222,墨玉县
513329,新龙县
360104,青云谱区
130900,沧州市
411502,浉河区
130528,宁晋县
330600,绍兴市
130200,唐山市
371321,沂南县
540000,西藏自治区
510724,安县
360983,高安市
620123,榆中县
540221,南木林县
211103,兴隆台区
451481,凭祥市
511129,沐川县
620102,城关区
220403,西安区
621122,陇西县
340123,肥西县
231000,牡丹江市
513430,金阳县
140725,寿阳县
450324,全州县
140932,偏关县
360423,武宁县
330900,舟山市
210881,盖州市
130802,双桥区
370900,泰安市
420222,阳新县
320205,锡山区
320206,惠山区
320282,宜兴市
512002,雁江区
341221,临泉县
341282,界首市
320211,滨湖区
341523,舒城县
341525,霍山县
210726,黑山县
210521,本溪满族自治县
210700,锦州市
430422,衡南县
520000,贵州省
610729,留坝县
520200,六盘水市
320312,铜山区
450110,武鸣区
430423,衡山县
522600,黔东南苗族侗族自治州
420322,郧西县
210000,辽宁省
220702,宁江区
230127,木兰县
130131,平山县
532331,禄丰县
370300,淄博市
620900,酒泉市
650000,新疆维吾尔自治区
421122,红安县
621123,渭源县
620521,清水县
451024,德保县
210522,桓仁满族自治县
420982,安陆市
542500,阿里地区
320585,太仓市
430722,汉寿县
450123,隆安县
110105,朝阳区
320505,虎丘区
650104,新市区
371203,钢城区
530300,曲靖市
411726,泌阳县
370000,山东省
530500,保山市
532900,大理白族自治州
341300,宿州市
530600,昭通市
341226,颍上县
530900,临沧市
640100,银川市
540323,类乌齐县
330100,杭州市
532600,文山壮族苗族自治州
211400,葫芦岛市
430721,安乡县
810018,離島區
430221,株洲县
451100,贺州市
532327,永仁县
440200,韶关市
140800,运城市
140600,朔州市
210281,瓦房店市
210213,金州区
210283,庄河市
430223,攸县
654226,和布克赛尔蒙古自治县
610429,旬邑县
652723,温泉县
230828,汤原县
350203,思明区
100000,中华人民共和国
310000,上海市
820000,澳門特別行政區
230881,同江市
513334,理塘县
620522,秦安县
150928,察哈尔右翼后旗
611026,柞水县
650106,头屯河区
450102,兴宁区
210503,溪湖区
140000,山西省
341203,颍东区
610322,凤翔县
130535,临西县
610116,长安区
659006,铁门关市
350982,福鼎市
141000,临汾市
533324,贡山独龙族怒族自治县
370302,淄川区
320413,金坛区
520402,西秀区
370687,海阳市
210402,新抚区
650105,水磨沟区
350200,厦门市
210203,西岗区
410304,瀍河回族区
410325,嵩县
640521,中宁县
370321,桓台县
430224,茶陵县
420381,丹江口市
620000,甘肃省
460205,崖州区
130629,容城县
654221,额敏县
130632,安新县
410302,老城区
610111,灞桥区
540230,康马县
441422,大埔县
460108,美兰区
230921,勃利县
130500,邢台市
410303,西工区
371400,德州市
222424,汪清县
350525,永春县
410728,长垣县
411221,渑池县
152202,阿尔山市
370406,山亭区
370612,牟平区
371083,乳山市
420700,鄂州市
340000,安徽省
371003,文登区
350503,丰泽区
411522,光山县
650121,乌鲁木齐县
511381,阆中市
441426,平远县
610304,陈仓区
430104,岳麓区
620402,白银区
510302,自流井区
140902,忻府区
371000,威海市
141029,乡宁县
341200,阜阳市
421100,黄冈市
340200,芜湖市
140921,定襄县
141028,吉县
141122,交城县
341502,金安区
341522,霍邱县
141130,交口县
512000,资阳市
410782,辉县市
140923,代县
141022,翼城县
340822,怀宁县
441481,兴宁市
310200,上海市郊县
533102,瑞丽市
440205,曲江区
230603,龙凤区
520323,绥阳县
220503,二道江区
530126,石林彝族自治县
632300,黄南藏族自治州
632500,海南藏族自治州
420506,夷陵区
621022,环县
440203,武江区
330122,桐庐县
640202,大武口区
211300,朝阳市
610122,蓝田县
623022,卓尼县
411727,汝南县
653227,民丰县
370212,崂山区
211402,连山区
140881,永济市
420300,十堰市
150927,察哈尔右翼中旗
513200,阿坝藏族羌族自治州
610328,千阳县
140922,五台县
511900,巴中市
620400,白银市
532500,红河哈尼族彝族自治州
500105,江北区
420900,孝感市
411330,桐柏县
220112,双阳区
331122,缙云县
140926,静乐县
320621,海安县
320508,姑苏区
621102,安定区
451028,乐业县
420607,襄州区
513301,康定市
530824,景谷傣族彝族自治县
611023,商南县
230124,方正县
230128,通河县
230129,延寿县
422826,咸丰县
130731,涿鹿县
131000,廊坊市
520602,碧江区
130628,高阳县
520111,花溪区
130631,望都县
350600,漳州市
511000,内江市
510700,绵阳市
430724,临澧县
431281,洪江市
451222,天峨县
210782,北镇市
321324,泗洪县
420881,钟祥市
140500,晋城市
500241,秀山土家族苗族自治县
511100,乐山市
411702,驿城区
411724,正阳县
511400,眉山市
370502,东营区
640205,惠农区
441621,紫金县
330921,岱山县
220281,蛟河市
440229,翁源县
150402,红山区
220422,东辽县
330783,东阳市
140830,芮城县
130634,曲阳县
542232,错那县
520525,纳雍县
640381,青铜峡市
130637,博野县
640200,石嘴山市
441721,阳西县
420606,樊城区
420624,南漳县
420626,保康县
211303,龙城区
420684,宜城市
450902,玉州区
232722,塔河县
330000,浙江省
522727,平塘县
130636,顺平县
621024,合水县
610723,洋县
210103,沈河区
430821,慈利县
451023,平果县
431302,娄星区
520403,平坝区
640303,红寺堡区
654224,托里县
532328,元谋县
411324,镇平县
210711,太和区
350182,长乐市
621100,定西市
320113,栖霞区
130683,安国市
231002,东安区
340121,长丰县
520113,白云区
530428,元江哈尼族彝族傣族自治县
610326,眉县
610329,麟游县
460000,海南省
620821,泾川县
620825,庄浪县
520112,乌当区
410106,上街区
520521,大方县
520522,黔西县
410181,巩义市
640324,同心县
610623,子长县
610427,彬县
610728,镇巴县
621222,文县
130984,河间市
654325,青河县
450423,蒙山县
610423,泾阳县
610431,武功县
130981,泊头市
340702,铜官山区
340703,狮子山区
520603,万山区
520624,思南县
340711,郊区
350582,晋江市
150622,准格尔旗
371325,费县
150621,达拉特旗
422823,巴东县
230126,巴彦县
230183,尚志市
360105,湾里区
421123,罗田县
469006,万宁市
530623,盐津县
654321,布尔津县
320321,丰县
341823,泾县
421127,黄梅县
511921,通江县
540328,芒康县
610631,黄龙县
150424,林西县
350624,诏安县
654301,阿勒泰市
460204,天涯区
210921,阜新蒙古族自治县
370982,新泰市
520600,铜仁市
520181,清镇市
150221,土默特右旗
130638,雄县
451026,那坡县
310108,闸北区
411224,卢氏县
321323,泗阳县
340221,芜湖县
340223,南陵县
330102,上城区
520526,威宁彝族回族苗族自治县
621226,礼县
130684,高碑店市
370283,平度市
130929,献县
371302,兰山区
520527,赫章县
152531,多伦县
341222,太和县
530326,会泽县
231083,海林市
522701,都匀市
530621,鲁甸县
130733,崇礼县
341322,萧县
441704,阳东区
450300,桂林市
411002,魏都区
410223,尉氏县
340621,濉溪县
220605,江源区
350625,长泰县
210105,皇姑区
210112,浑南区
445224,惠来县
350681,龙海市
340104,蜀山区
231123,逊克县
360323,芦溪县
540222,江孜县
350722,浦城县
230110,香坊区
421381,广水市
360425,永修县
330502,吴兴区
330881,江山市
360730,宁都县
340500,马鞍山市
220521,通化县
360803,青原区
360824,新干县
500152,潼南区
421125,浠水县
500120,璧山区
460321,西沙群岛
130123,正定县
420112,东西湖区
321322,沭阳县
540225,拉孜县
410923,南乐县
350423,清流县
320831,金湖县
120104,南开区
652827,和静县
110128,密云区
361022,黎川县
361028,资溪县
361025,乐安县
341622,蒙城县
341600,亳州市
542421,那曲县
350629,华安县
350481,永安市
330782,义乌市
361103,广丰区
540121,林周县
330521,德清县
350429,泰宁县
361029,东乡县
522731,惠水县
130183,晋州市
652924,沙雅县
653223,皮山县
652301,昌吉市
110116,怀柔区
220700,松原市
330127,淳安县
530722,永胜县
632700,玉树藏族自治州
510322,富顺县
120112,津南区
150100,呼和浩特市
330328,文成县
370105,天桥区
530421,江川县
330411,秀洲区
130229,玉田县
522323,普安县
330402,南湖区
140521,沁水县
140822,万荣县
140829,平陆县
510681,广汉市
350427,沙县
140781,介休市
500200,重庆市郊县
150625,杭锦旗
542424,聂荣县
120118,静海区
430181,浏阳市
610825,定边县
410527,内黄县
410500,安阳市
510682,什邡市
411082,长葛市
341822,广德县
360726,安远县
360781,瑞金市
411624,沈丘县
621121,通渭县
410185,登封市
230206,富拉尔基区
430603,云溪区
341004,徽州区
350723,光泽县
150421,阿鲁科尔沁旗
150429,宁城县
150423,巴林右旗
350000,福建省
321311,宿豫区
511503,南溪区
421321,随县
350902,蕉城区
440606,顺德区
511528,兴文县
610831,子洲县
120117,宁河区
130530,新河县
152500,锡林郭勒盟
350981,福安市
440308,盐田区
610327,陇县
350922,古田县
653224,洛浦县
513324,九龙县
513335,巴塘县
610828,佳县
430822,桑植县
532932,鹤庆县
152200,兴安盟
130534,清河县
542427,索县
230184,五常市
652822,轮台县
152900,阿拉善盟
330110,余杭区
331002,椒江区
533321,泸水县
513328,甘孜县
610324,扶风县
420821,京山县
530128,禄劝彝族苗族自治县
653023,阿合奇县
653024,乌恰县
659001,石河子市
652801,库尔勒市
220502,东昌区
411302,宛城区
530127,嵩明县
610502,临渭区
621223,宕昌县
360313,湘东区
360733,会昌县
210781,凌海市
632221,门源回族自治县
530630,水富县
522630,台江县
451224,东兰县
540200,日喀则市
330226,宁海县
430602,岳阳楼区
130126,灵寿县
370181,章丘市
610522,潼关县
140931,保德县
370724,临朐县
370782,诸城市
522635,麻江县
150721,阿荣旗
540236,萨嘎县
150725,陈巴尔虎旗
450311,雁山区
152526,西乌珠穆沁旗
430600,岳阳市
445322,郁南县
513336,乡城县
150205,石拐区
130400,邯郸市
451381,合山市
410183,新密市
510524,叙永县
530122,晋宁县
522625,镇远县
450421,苍梧县
429005,潜江市
522626,岑巩县
220802,洮北区
430400,衡阳市
222406,和龙市
620823,崇信县
361000,抚州市
513331,白玉县
230123,依兰县
460323,中沙群岛的岛礁及其海域
430903,赫山区
320114,雨花台区
371121,五莲县
411326,淅川县
630000,青海省
230125,宾县
513326,道孚县
530721,玉龙纳西族自治县
370611,福山区
653124,泽普县
150422,巴林左旗
620100,兰州市
440303,罗湖区
410611,淇滨区
150700,呼伦贝尔市
360800,吉安市
320922,滨海县
350825,连城县
350303,涵江区
350527,金门县
140702,榆次区
410526,滑县
411628,鹿邑县
540226,昂仁县
150202,东河区
421102,黄州区
140729,灵石县
410622,淇县
310104,徐汇区
210903,新邱区
411528,息县
522300,黔西南布依族苗族自治州
460106,龙华区
420922,大悟县
230500,双鸭山市
410621,浚县
411600,周口市
140927,神池县
130521,邢台县
433124,花垣县
230800,佳木斯市
310112,闵行区
310107,普陀区
340421,凤台县
520325,道真仡佬族苗族自治县
310105,长宁区
370500,东营市
341825,旌德县
420203,西塞山区
450105,江南区
450126,宾阳县
511126,夹江县
220800,白城市
410122,中牟县
445122,饶平县
441225,封开县
371200,莱芜市
530922,云县
350121,闽侯县
211202,银州区
140727,祁县
131028,大厂回族自治县
110117,平谷区
530921,凤庆县
330185,临安市
350128,平潭县
532624,麻栗坡县
659005,北屯市
411329,新野县
130302,海港区
445202,榕城区
530800,普洱市
533400,迪庆藏族自治州
640000,宁夏回族自治区
340823,枞阳县
610727,略阳县
420323,竹山县
130402,邯山区
420116,黄陂区
210702,古塔区
341225,阜南县
410423,鲁山县
350125,永泰县
460200,三亚市
653131,塔什库尔干塔吉克自治县
370682,莱阳市
371324,兰陵县
621225,西和县
610824,靖边县
510503,纳溪区
120111,西青区
420000,湖北省
371428,武城县
610626,吴起县
230406,东山区
532627,广南县
530629,威信县
530625,永善县
450103,青秀区
540402,巴宜区
140726,太谷县
211000,辽阳市
621021,庆城县
360123,安义县
110108,海淀区
510726,北川羌族自治县
370911,岱岳区
622925,和政县
610726,宁强县
140925,宁武县
610722,城固县
420902,孝南区
469024,临高县
350430,建宁县
610115,临潼区
340504,雨山区
150781,满洲里市
441700,阳江市
440800,湛江市
654322,富蕴县
653000,克孜勒苏柯尔克孜自治州
620800,平凉市
320829,洪泽县
210224,长海县
210282,普兰店市
140828,夏县
140221,阳高县
350124,闽清县
140700,晋中市
140900,忻州市
110129,延庆区
130127,高邑县
370923,东平县
440781,台山市
330381,瑞安市
511303,高坪区
130424,成安县
420981,应城市
513424,德昌县
421303,曾都区
140300,阳泉市
620200,嘉峪关市
321302,宿城区
130821,承德县
130428,肥乡县
140100,太原市
140200,大同市
652328,木垒哈萨克自治县
441823,阳山县
360729,全南县
652325,奇台县
420800,荆门市
522328,安龙县
210911,细河区
210922,彰武县
420324,竹溪县
630123,湟源县
431221,中方县
450331,荔浦县
140622,应县
540400,林芝市
360121,南昌县
231222,兰西县
211381,北票市
513400,凉山彝族自治州
540426,朗县
430426,祁东县
350212,同安区
230833,抚远县
350500,泉州市
140481,潞城市
140502,城区
411421,民权县
500232,武隆县
350213,翔安区
140211,南郊区
442000,中山市
350502,鲤城区
450521,合浦县
420113,汉南区
500229,城口县
321182,扬中市
330304,瓯海区
210905,清河门区
610523,大荔县
445321,新兴县
420802,东宝区
140411,郊区
500231,垫江县
370811,任城区
500100,重庆市市辖区
350505,泉港区
371082,荣成市
210600,丹东市
530700,丽江市
532300,楚雄彝族自治州
370602,芝罘区
370405,台儿庄区
231100,黑河市
650102,天山区
420500,宜昌市
330326,平阳县
429004,仙桃市
230506,宝山区
310109,虹口区
450621,上思县
440605,南海区
652927,乌什县
141127,岚县
451402,江州区
710000,台湾省
620802,崆峒区
540202,桑珠孜区
140400,长治市
451421,扶绥县
420984,汉川市
540229,仁布县
532323,牟定县
610000,陕西省
320723,灌云县
140924,繁峙县
530702,古城区
330523,安吉县
341321,砀山县
341323,灵璧县
360881,井冈山市
150784,额尔古纳市
232721,呼玛县
350581,石狮市
520322,桐梓县
350703,建阳区
140882,河津市
620500,天水市
520422,普定县
520327,凤冈县
610628,富县
110109,门头沟区
530626,绥江县
532628,富宁县
532625,马关县
530926,耿马傣族佤族自治县
411503,平桥区
530602,昭阳区
231282,肇东市
371327,莒南县
653128,岳普湖县
440307,龙岗区
230281,讷河市
653221,和田县
340208,三山区
620421,靖远县
510402,东区
140981,原平市
530821,宁洱哈尼族彝族自治县
654002,伊宁市
330329,泰顺县
520222,盘县
430321,湘潭县
330104,江干区
420602,襄城区
330602,越城区
620422,会宁县
330305,洞头区
540302,卡若区
469002,琼海市
231225,明水县
370522,利津县
620121,永登县
350400,三明市
520627,沿河土家族自治县
370403,薛城区
150929,四子王旗
411323,西峡县
350504,洛江区
532924,宾川县
320602,崇川区
230407,兴山区
330702,婺城区
411721,西平县
222400,延边朝鲜族自治州
150802,临河区
540231,定结县
654004,霍尔果斯市
141181,孝义市
610100,西安市
650203,克拉玛依区
542523,噶尔县
370683,莱州市
141030,大宁县
533122,梁河县
542422,嘉黎县
820006,嘉模堂區
360926,铜鼓县
230381,虎林市
542228,洛扎县
420117,新洲区
230902,新兴区
610117,高陵区
371423,庆云县
451425,天等县
532301,楚雄市
330726,浦江县
520626,德江县
320581,常熟市
360821,吉安县
220781,扶余市
321084,高邮市
653001,阿图什市
350205,海沧区
360827,遂川县
231224,庆安县
411526,潢川县
330282,慈溪市
451300,来宾市
610923,宁陕县
350424,宁化县
540421,工布江达县
540424,波密县
361128,鄱阳县
411023,许昌县
361027,金溪县
350583,南安市
360732,兴国县
429006,天门市
360725,崇义县
542525,革吉县
411381,邓州市
321203,高港区
340700,铜陵市
150103,回民区
150304,乌达区
211302,双塔区
230305,梨树区
140928,五寨县
341204,颍泉区
520100,贵阳市
542231,隆子县
522700,黔南布依族苗族自治州
331125,云和县
330382,乐清市
230109,松北区
140724,昔阳县
150783,扎兰屯市
520500,毕节市
530400,玉溪市
150726,新巴尔虎左旗
610928,旬阳县
230403,工农区
130526,任县
360281,乐平市
340824,潜山县
522726,独山县
513327,炉霍县
210100,沈阳市
510411,仁和区
130826,丰宁满族自治县
360200,景德镇市
532324,南华县
410184,新郑市
421182,武穴市
460300,三沙市
522728,罗甸县
210106,铁西区
210122,辽中县
422802,利川市
520203,六枝特区
654022,察布查尔锡伯自治县
140303,矿区
140728,平遥县
360222,浮梁县
431028,安仁县
360734,寻乌县
510723,盐亭县
410329,伊川县
141032,永和县
210104,大东区
350700,南平市
211481,兴城市
610104,莲湖区
340802,迎江区
211404,南票区
450304,象山区
511600,广安市
450330,平乐县
360728,定南县
530111,官渡区
500109,北碚区
640423,隆德县
500114,黔江区
500112,渝北区
500104,大渡口区
500102,涪陵区
500113,巴南区
500110,綦江区
140621,山阴县
211382,凌源市
450332,恭城瑶族自治县
510904,安居区
500115,长寿区
360982,樟树市
500101,万州区
141021,曲沃县
360727,龙南县
360923,上高县
420921,孝昌县
360721,赣县
360731,于都县
360981,丰城市
530826,江城哈尼族彝族自治县
500111,大足区
500106,沙坪坝区
210703,凌河区
431123,双牌县
341021,歙县
341024,祁门县
340521,当涂县
140827,垣曲县
640425,彭阳县
450603,防城区
611024,山阳县
341302,埇桥区
152502,锡林浩特市
152530,正蓝旗
410311,洛龙区
361130,婺源县
370404,峄城区
130133,赵县
370812,兖州区
130624,阜平县
130681,涿州市
130321,青龙满族自治县
130108,裕华区
152524,苏尼特右旗
360924,宜丰县
320902,亭湖区
410108,惠济区
130423,临漳县
411327,社旗县
630222,民和回族土族自治县
130324,卢龙县
150723,鄂伦春自治旗
361181,德兴市
210411,顺城区
152527,太仆寺旗
610428,长武县
650402,高昌区
630225,循化撒拉族自治县
370832,梁山县
230205,昂昂溪区
350821,长汀县
110114,昌平区
130303,山海关区
431024,嘉禾县
370830,汶上县
371102,东港区
370785,高密市
632725,囊谦县
350123,罗源县
130722,张北县
150821,五原县
650100,乌鲁木齐市
370828,金乡县
320507,相城区
130721,宣化县
810017,葵青區
130608,清苑区
130732,赤城县
140121,清徐县
150122,托克托县
350426,尤溪县
150703,扎赉诺尔区
141024,洪洞县
320311,泉山区
450328,龙胜各族自治县
320381,新沂市
130227,迁西县
513433,冕宁县
130184,新乐市
512022,乐至县
131026,文安县
130633,易县
632701,玉树市
431002,北湖区
361123,玉山县
210204,沙河口区
210202,中山区
410328,洛宁县
371721,曹县
140122,阳曲县
130983,黄骅市
411025,襄城县
510108,成华区
370784,安丘市
230781,铁力市
371481,乐陵市
130306,抚宁区
522324,晴隆县
130481,武安市
522730,龙里县
330683,嵊州市
330482,平湖市
150524,库伦旗
511102,市中区
330604,上虞区
330481,海宁市
371622,阳信县
361100,上饶市
445281,普宁市
230602,萨尔图区
141034,汾西县
130828,围场满族蒙古族自治县
350782,武夷山市
330503,南浔区
330327,苍南县
610527,白水县
152201,乌兰浩特市
341824,绩溪县
500236,奉节县
331127,景宁畲族自治县
131128,阜城县
810013,北區
150921,卓资县
360622,余江县
331181,龙泉市
360124,进贤县
340302,龙子湖区
421126,蕲春县
371702,牡丹区
469005,文昌市
370725,昌乐县
451323,武宣县
330283,奉化市
220621,抚松县
150924,兴和县
450405,长洲区
640522,海原县
361102,信州区
810008,黃大仙區
110115,大兴区
140929,岢岚县
360429,湖口县
420504,点军区
141182,汾阳市
320811,清浦区
532626,丘北县
431022,宜章县
320322,沛县
360302,安源区
211321,朝阳县
130529,巨鹿县
500234,开县
320382,邳州市
431129,江华瑶族自治县
232723,漠河县
610827,米脂县
610830,清涧县
340225,无为县
542521,普兰县
410882,沁阳市
510502,江阳区
320105,建邺区
430424,衡东县
410100,郑州市
431222,沅陵县
530124,富民县
530321,马龙县
532901,大理市
130105,新华区
330703,金东区
230207,碾子山区
370323,沂源县
340828,岳西县
130433,馆陶县
141031,隰县
210200,大连市
360830,永新县
220722,长岭县
150404,松山区
320506,吴中区
210303,铁西区
460107,琼山区
450000,广西壮族自治区
411325,内乡县
360921,奉新县
371323,沂水县
410811,山阳区
220381,公主岭市
211121,大洼县
440982,化州市
445381,罗定市
211021,辽阳县
450403,万秀区
431124,道县
361026,宜黄县
330681,诸暨市
410727,封丘县
220822,通榆县
230200,齐齐哈尔市
654223,沙湾县
220182,榆树市
340303,蚌山区
431202,鹤城区
360823,峡江县
510521,泸县
422800,恩施土家族苗族自治州
440804,坡头区
