community_name,plate,site,age,building_density,building_type,house_count,building_count,green_rate,avr_price,develop_company,lat,lng,address,community_id,growth
绿洲湖畔花园,长征,长征,11,2.4,Null,561,7,55,59266,上海金午置业有限公司,31.2399,121.387,{金沙江路1698弄},5011000016246,0.378936607495
静安风华苑,曹家渡,曹家渡,11,3.7,Null,215,6,35,64315,上海远中静安房地产有限公司,31.2309,121.435,{长宁路269弄},5011000018257,0.367366965868
天山新村,天山,天山,76,1,Null,12,10,20,50859,新长宁集团,31.2187,121.402,{天山路5弄},5011000016626,0.402957894156
民主东街217号,南翔,南翔,35,0,Null,33,3,0,28195,暂无信息,31.299,121.321,{民主东街217号},5011102209018,0.282263191354
新城明珠园,朱泾,金山朱泾,Null,0,Null,1,14,0,Null,Null,0,0,{朱泾镇罗星南路601弄（罗星南路与亭枫公路交汇处）},5011063745770,Null
淮海世纪花苑,新华路,新华路,14,2.5,Null,121,6,30,64161,上海兴宇企业集团,31.2057,121.433,{淮海西路358弄1-5号},5011000015991,0.317440091684
华星别墅,七宝,七宝,22,1,Null,31,32,50,35910,上海红叶房地产开发有限司,31.1522,121.356,{七莘路2465弄125支弄1-31号},5011000003322,0.314655838874
春房小区,北新泾,北新泾,21,2.3,Null,270,21,31,49196,长宁建设,31.228,121.371,"{平塘路165弄,平塘路175弄,平塘路185弄}",5011000004394,0.203872501712
文化名邸,新江湾城,新江湾城,2,1,板楼,42,23,37,63281,上海金杖房地产开发有限公司,31.3227,121.504,{政青路399弄},5011000000149,0.24582241926
民庆家园,中原,中原,13,1.96,Null,1213,44,36,56967,上海环源房地产开发有限公司,31.3271,121.526,"{民京路558弄,民京路658弄}",5011000013687,0.342026931867
芷江中路660弄,西藏北路,西藏北路,31,0,Null,168,9,30,21327,上海宝通物业管理有限公司,31.264,121.475,{芷江中路660弄},5011000020267,0.282248344041
纺鑫苑,长寿路,长寿路,14,5,Null,102,4,20,46060,上海询建置业顾问有限公司,31.247,121.442,{长寿路518弄},5011000018234,0.0653427953058
汇锦臻邸,新场,浦东新场,Null,0,Null,12,2,0,Null,暂无信息,0,0,{新环西路969号},5011102206644,Null
新闸路613弄,南京西路,南京西路,Null,2,Null,2,22,40,Null,上海建工,31.2437,121.469,{新闸路613弄3-23号},5011000010707,Null
新华路24号,新华路,新华路,Null,0,Null,6,2,0,78993,暂无信息,31.2078,121.438,{新华路24号},5011000004870,0.282284236831
吴淞路408号,北外滩,北外滩,Null,0,Null,20,2,0,Null,暂无信息,31.2567,121.496,{吴淞路408号},5011000002323,Null
梵克雅堡,金桥,金桥,5,0,塔楼/板楼,23,24,0,45056,暂无信息,31.276,121.623,{佳京路455弄},5011000010930,0.282282738134
海泰时代大厦,四川北路,四川北路,10,0.35,板楼,477,2,40,27448,海泰房地产（集团）有限公司,31.2562,121.491,{武进路289号},5011000016731,0.282316549235
绍兴路60号,淮海中路,淮海中路,Null,0,Null,41,2,0,Null,暂无信息,31.2156,121.47,{绍兴路60号},5011000005023,Null
荣茂置业大楼,西郊,西郊,17,0,Null,6,2,0,Null,暂无信息,31.2098,121.376,{剑河路679号},5011000000599,Null
河畔艺墅（公寓）,外冈,外冈,Null,1.5,板楼,661,47,32,22818,暂无信息,31.3582,121.182,{恒荣路388弄},5011000000252,0.282293114764
保利叶语（别墅）（二期）,顾村,顾村,3,1.6,Null,251,252,40,53095,上海保利房地产开发有限公司,31.3468,121.371,{宝菊路133弄},5011102210263,0.282288351475
星金家园,曹路,曹路,4,2.4,Null,899,18,60,34940,上海地产中星曹路基地开发有限公司,31.2813,121.685,{金晓路289弄},5011102208790,0.420485655806
新浦江城（浦申路1288弄）,浦江,浦江,4,1.2,Null,612,116,40,50181,上海天祥华侨城投资有限公司,31.1008,121.506,{浦申路1288弄（五期）（七期）},5011000001873,0.282300855842
听潮五村,惠南,惠南,23,1.3,Null,893,143,30,19414,上海欣周开发有限公司,31.0522,121.754,{西门路113弄},5011000005527,0.022216423018
金来苑,朱泾,朱泾,11,1.1,Null,1184,93,30,13807,暂无信息,30.8859,121.178,{金南街501弄},5011000003715,0.197184678369
世界贸易大厦,南京东路,南京东路,19,0.3,板楼,238,3,22,24231,盛慧投资有限公司,31.239,121.488,{广东路500号},5011000017098,0.191865143408
财富公寓,五角场,五角场,11,2.1,Null,144,5,45,67258,上海环隆房地产有限公司,31.3079,121.525,{政旦东路8弄},5011000011197,0.354013581848
新月丽苑,月浦,月浦,12,1.3,Null,550,47,40,26835,上海新月浦房地产（集团）有限公司,31.4125,121.438,{绥化路201弄},5011000004149,0.342119744662
潍坊九村,潍坊,潍坊,30,2.8,Null,2386,110,12,86554,上海建工集团,31.227,121.533,"{崂山路644弄,崂山路638弄,浦电路330弄}",5011000015069,0.462778527111
南仓街30弄,董家渡,董家渡,28,0,Null,142,9,0,Null,黄浦东门街道,31.22,121.507,{南仓街30弄},5011000008808,Null
邮电小区（闸北）,西藏北路,西藏北路,63,0,Null,282,19,0,Null,暂无信息,31.2631,121.477,{止园路240弄},5011000002082,Null
左岸香堤（公寓）,嘉定工业区,嘉定新城,Null,0,Null,0,1,0,12017,暂无信息,31.3553,121.263,{德富路1211号近塔秀路},5011102210038,0.282383419689
樱花路110弄,花木,花木,20,0,Null,72,7,0,Null,暂无信息,31.2144,121.569,{樱花路110弄},509977363956001,Null
瑞华集团大楼,北新泾,北新泾,Null,0,Null,5,2,0,32951,暂无信息,31.2264,121.363,{金钟路767弄},5011102208006,0.0253074712309
通阁小区,西藏北路,西藏北路,33,2.2,Null,1064,31,38,48262,潼阁房产开发有限公司,31.267,121.478,"{通阁路185弄,通阁路190弄,通阁路195弄,通阁路200弄,通阁路205弄,通阁路215弄}",5011000013586,0.322453280488
太阳星辰花园湖邑,白塘,东沙湖,7,1.8,板楼,1758,13,57,27233,暂无信息,31.3391,120.772,{榭雨街28号},2311052647098,Null
永康路157弄,建国西路,建国西路,20,0,板楼,3,4,0,100555,暂无信息,31.2163,121.463,{永康路157弄},5011000004556,0.282275295459
万达广场,平江新城,平江新城,Null,5.5,塔楼/平房,2645,18,37,18031,暂无信息,31.3492,120.621,{城北人民路3188},239821887922659,-0.157316537278
普陀四村,武宁,武宁,51,2.9,Null,707,32,30,48081,上海建工,31.242,121.422,{普陀四村},5011000015459,0.357191258244
企业广场,不夜城,不夜城,8,0,Null,430,2,50,26048,上海港沪房地产有限公司,31.2502,121.464,{梅园路228号},5011000016562,0.302114859124
北京东路645弄,南京东路,南京东路,Null,0,Null,4,2,0,Null,暂无信息,31.2445,121.485,{北京东路645弄},5011000001151,Null
耀华路170号,世博,世博,32,0,Null,28,2,0,35397,上钢物业,31.1828,121.497,{耀华路170号},509821540319464,0.282271577958
越湖家天下,城南,城南,Null,1.6,Null,3261,69,37,20823,江苏吴中地产集团有限公司,31.2326,120.63,{吴中大道99号},2311053444293,0.498250986707
维纳阳光花园南区,青剑湖,青剑湖,Null,0,板楼,1761,35,0,19491,暂无信息,31.3745,120.762,{唯亭西区科能路80号},2311052800558,Null
曙光小区,南桥,南桥,19,0,板楼,1224,101,0,18642,暂无信息,30.9221,121.479,{曙光小区},5011000018558,0.120691194856
住嘉新苑,张庙,张庙,11,2.3,Null,138,4,36,43536,上海住名房地产有限公司,31.3403,121.453,{通河路438弄},5011000012212,0.174534671556
长江西路52弄,淞南,淞南,Null,0,Null,4,2,0,Null,暂无信息,31.3525,121.489,{长江西路52弄},5011000006600,Null
余庆路132号,徐家汇,徐家汇,Null,0,Null,0,4,0,99499,暂无信息,31.2075,121.446,{余庆路132号},5011000010734,0.282287855678
新昌里公寓,世博,世博,11,0,Null,360,33,0,61119,上海中星（集团）有限公司,31.1825,121.518,{昌里东路320弄},5011000002359,0.278783516701
环镇西路39弄,金虹桥,金虹桥,29,1.89,Null,81,5,45,40135,上海新湖房地产开发有限公司,31.182,121.399,{环镇西路39弄},5011000019743,0.28230855793
金元坊,丰庄,丰庄,19,2.3,Null,276,23,40,39102,上海市嘉定区房地产（集团）有限公司,31.253,121.381,{梅川路1680弄},5011000002716,0.263314269399
青松小区,徐家汇,徐家汇,21,2,Null,759,11,40,67860,上海老干部,31.2037,121.455,{东安路50弄},5011000017220,0.259998153714
城西花苑,金山,金山,12,0,Null,732,61,0,7397,暂无信息,30.7357,121.322,{北泰路318弄},5011000001082,0.462770562771
东方莱茵,不夜城,不夜城,13,4.7,Null,420,7,37,69793,上海名仕房地产开发有限公司,31.2474,121.461,{汉中路333弄},5011000018211,0.334810973716
武定路930弄,江宁路,江宁路,Null,0,板楼,4,3,0,64630,暂无信息,31.2368,121.45,{武定路930弄},5011000007118,0.282289832596
控江七村,控江路,控江路,37,1.8,Null,1191,58,26,51426,上海坤龙实业有限公司,31.2896,121.54,{控江七村},5011000004654,0.313722914683
御湖,徐泾,青浦徐泾,Null,0,Null,0,1,0,Null,暂无信息,Null,Null,{沪青平公路2558弄},509821540057607,Null
辰丰苑,松江老城,松江老城,2,0,Null,1018,73,0,20263,暂无信息,31.0139,121.195,{辰塔路455弄},5011102206575,0.282347189972
谭家桥小区,鲁迅公园,鲁迅公园,68,3,Null,395,23,20,55235,上海天峰集团,31.2765,121.496,{谭家桥6-52号},5011000000985,0.418638053396
瞿溪路128号,世博滨江,世博滨江,Null,0,Null,15,2,0,58855,暂无信息,31.2115,121.5,{瞿溪路128号},5011000008619,0.28229042903
黄渡小区,鲁迅公园,鲁迅公园,Null,0,Null,1,27,0,29198,暂无信息,31.2746,121.487,{东江湾路300弄},509821540319378,0.48741087344
雅仕轩,莘闵别墅,莘闵别墅,39,0.5,Null,587,588,48,26928,上海莘迪房地产有限公司,31.1007,121.351,{莘松路1155弄},5011000015353,0.462750460788
锦华苑,大华,大华,17,1.5,Null,362,31,30,43413,大华集团,31.2796,121.425,{新沪路1060弄},5011000014266,0.242856916721
长乐路376弄,淮海中路,淮海中路,76,0,Null,5,5,0,72314,暂无信息,31.2274,121.468,{长乐路376弄},5011000009089,0.282266612311
临汾名城（二期）,彭浦,彭浦,10,1.7,Null,1149,43,36,54544,上海润华置业有限公司,31.3202,121.473,{汾西路88弄},5011102209798,0.282261377148
安业公寓,鲁迅公园,鲁迅公园,8,2.8,Null,127,6,30,52369,上海成业房地产发展有限公司,31.2721,121.48,{恒业路367弄},5011000010419,0.514047050711
永康城宝铭莲浦苑,浦江,浦江,3,0,Null,873,22,0,16658,暂无信息,31.0367,121.514,{永杰路577弄},509821540057907,0.282283982954
政通路250弄,五角场,五角场,33,1.8,Null,251,11,35,54104,上海市卫百辛房地产有限公司,31.3082,121.518,{政通路250弄},5011000002730,0.282280017698
远香舫新苑,嘉定工业区,嘉定新城,6,2.17,Null,1506,31,35,24962,上海市动迁开发委,31.3625,121.262,{裕民南路1777弄},5011000000807,0.449373662011
新城金郡北区,城南,城南,Null,1.5,Null,1890,39,37,19257,苏州新城万博置业有限公司,31.2239,120.63,{越湖路南邵昂路66号},2311053275733,0.275174990338
明光公寓,凉城,凉城,18,3.66,Null,235,10,30,50848,上海建江房地有限公司,31.2781,121.474,{柳营路127弄},5011000009864,0.30210181103
王家宅小区,潍坊,潍坊,22,1.8,Null,381,17,35,67183,暂无信息,31.2225,121.532,{北张家浜路188弄1-18号},5011000003864,0.292347596391
虹领公寓,临平路,临平路,12,3.5,Null,97,3,40,36069,上海永大房地产开发经营有限公司,31.2659,121.508,{岳州路319弄},5011000011195,0.217075699965
浙江南路117号,豫园,豫园,21,0,Null,1,2,0,Null,暂无信息,31.2338,121.49,{浙江南路117号},5011000005144,Null
朗庭上郡苑（公寓）,九亭,九亭,6,0.8,Null,990,47,45,30996,上海馨亭置业有限公司,31.155,121.303,{朗亭路288弄},5011000013054,0.282268618559
古北国际财富中心,古北,古北,4,0,Null,106,2,0,55219,暂无信息,31.2028,121.41,{虹桥路1438号},5011000010439,0.132885913662
真南路822弄521支弄,桃浦,桃浦,22,0,Null,666,60,0,37102,暂无信息,31.286,121.391,{真南路822弄521支弄},5011000002471,0.28230986578
隆亚C9精品公寓,金桥,金桥,Null,0,Null,6,2,0,Null,暂无信息,31.2671,121.585,{金桥路825号},5011000018379,Null
铁岭路110弄,鞍山,鞍山,36,0,Null,316,14,1,47499,上海铁岭开发有限公司,31.2866,121.519,{铁岭路110弄},5011000008253,0.282267774553
金丰佳园,颛桥,颛桥,4,0,Null,298,27,0,21570,暂无信息,31.0995,121.44,{金都路978弄},5011102206950,0.282288881964
打浦路480弄,打浦桥,打浦桥,37,0,Null,41,3,0,63672,暂无信息,31.2028,121.479,{打浦路480弄},5011000002677,Null
凯成苑,不夜城,不夜城,16,2,Null,114,9,35,51088,上海凯成房地产开发有限责任公司,31.255,121.469,{共和新路318弄},5011000015091,0.236963164509
欣晟家园,塘桥,塘桥,14,1.6,Null,600,30,40,64164,上海欣晟房地产有限公司,31.2082,121.534,{东环龙路181弄},5011000012528,0.242788371433
心族公寓,大宁,大宁,20,2,Null,520,38,35,57178,上海跃进地产开发有限公司,31.2708,121.465,{柳营路650弄},5011000017103,0.43666647548
新建路9号,颛桥,颛桥,Null,0,Null,8,2,0,Null,暂无信息,31.0489,121.416,{新建路9号},509977363955797,Null
火星村,华新,华新,15,0,Null,1,3,0,Null,暂无信息,31.2225,121.257,{火星村},509821540319375,Null
人乐二村,松江老城,松江老城,35,1.8,Null,538,59,35,22761,人龙房地产有限公司,31.0175,121.23,{人乐二村},5011000000760,0.118547316259
草鞋湾,葑门,葑门,Null,4,板楼,141,4,36,12308,暂无信息,31.3051,120.653,{葑门路与莫邪路交叉口},239821887922349,0.0845412423499
甘霖坊,长兴岛,崇明新城,11,0,Null,987,81,0,13271,暂无信息,31.6422,121.406,{西小港96弄},5011000018686,0.294947900787
华荣公寓,周家嘴路,周家嘴路,18,3.2,Null,56,2,43,33458,联建公房,31.2674,121.546,{杭州路368号},5011000010031,0.228798661378
长岛别墅,马桥,马桥,14,0.37,Null,114,115,71,26952,上海人济置业发展有限公司,31.0548,121.36,{昆阳路3558弄},5011000016770,0.462822518366
玉屏新村,崇明新城,堡镇,24,1.6,Null,665,36,34,8860,暂无信息,31.54,121.619,{玉屏新村},5011000011138,0.207310474992
爱德佳苑（一期）,江桥,江桥,6,1.6,Null,786,37,35,30016,上海金丽华房地产发展有限公司,31.2392,121.322,{爱特路185弄},5011000012845,0.282297477803
泗塘六村,张庙,张庙,21,2,Null,1409,122,48,36714,泗塘开发有限公司,31.3381,121.465,{泗塘六村},5011000002332,0.212474849095
巨鹿路536号,静安寺,静安寺,85,0,Null,7,2,0,71710,暂无信息,31.2279,121.462,{巨鹿路536号},5011000009312,0.282277956469
南翔秀城海谊苑,南翔,南翔,2,0,Null,699,16,0,Null,暂无信息,31.3079,121.311,{德园路1055弄},5011000001338,Null
云雾山路13号,中山公园,中山公园,30,0,Null,2,2,0,48279,暂无信息,31.2208,121.414,{云雾山路13号},5011102207839,0.282282252943
西街15号,马桥,马桥,Null,0,Null,11,2,0,Null,暂无信息,31.0338,121.376,{马桥镇西街15号},5011000007227,Null
中银淮海苑,新华路,新华路,17,2,Null,240,2,25,61789,香港中银,31.2066,121.433,{淮海西路346弄5号},5011000012558,0.235448960067
纺大小区,新华路,新华路,35,2.5,Null,833,35,30,58933,上海新长宁集团有限公司,31.208,121.422,"{安顺路220弄,安顺路240弄1-29号}",5011000012134,0.315993398866
亚龙国际广场,豫园,豫园,10,0,Null,16,2,0,56080,暂无信息,31.2328,121.486,{金陵东路500号},5011000013156,0.200268975769
长风峰璟苑,长风,长风,Null,0,Null,0,1,0,Null,暂无信息,31.2375,121.391,{丹巴路同普路交汇},509977363956137,Null
丽丽小区,五里桥,五里桥,30,4.2,Null,308,13,30,77665,上实开发商,31.2123,121.488,{斜土路195弄1-12号},5011000012593,0.0477408698104
罗升路337弄,罗店,罗店,36,0,Null,34,3,0,16372,暂无信息,31.4173,121.348,{罗升路337弄},5011102210077,0.28227769695
万顺路2089弄,奉贤金汇,奉贤金汇,4,0,Null,1029,26,0,Null,暂无信息,30.9642,121.523,{万顺路2089弄},509977363956294,Null
悦达889广场,曹家渡,曹家渡,11,0,Null,49,2,0,39128,暂无信息,31.236,121.434,{万航渡路889号},5011000012374,0.282265720356
芷江小区,不夜城,不夜城,58,1.8,Null,350,16,20,60290,芷江开发有限公司,31.2642,121.469,"{芷江西路205弄,共和新路703号,共和新路888弄}",5011000013218,0.300213996988
东环路1165号,苏州大学,苏州大学,Null,0,板楼,86,4,0,14146,暂无信息,31.3123,120.657,{东环路1165号},239821887922392,Null
广灵四路601号,凉城,凉城,20,0,Null,1,4,0,40217,暂无信息,31.2922,121.473,{广灵四路601号},5011000017016,0.282253595461
中海独墅岛,郭巷,郭巷,7,0.8,板楼/平房,1595,152,40,24994,暂无信息,31.2748,120.696,{墅蒲路与东方大道交汇处},239821887922185,0.277984597459
东林路326号,淞宝,淞宝,Null,0,Null,1,2,0,Null,暂无信息,31.4127,121.499,{东林路326号},5011102210029,Null
长江路354弄,淞南,淞南,33,0,Null,97,9,25,34603,铁路局职工宿舍,31.3566,121.503,{长江路354弄},5011000004164,0.282296650718
华钜御庭（二期）（公寓）,惠南,惠南,6,1.4,Null,1167,34,36,28922,上海颐和置业有限公司,31.062,121.78,"{拱极路2368弄29支弄,拱极路2368弄101支弄,拱北路289弄29支弄}",5011102206889,0.282304590507
淞滨路77弄,淞宝,淞宝,30,0.16,Null,300,17,25,35613,宝丰集团,31.3811,121.507,{淞滨路77弄},5011000001678,0.282313206735
学府花苑,凉城,凉城,20,1.6,Null,808,29,30,43594,上海宏城房地产开发有限公司,31.3094,121.476,{广粤路1500弄},5011000013441,0.182294710283
云湖92墅,上海周边,上海周边,11,0,Null,12,10,0,16483,暂无信息,31.1788,121.005,{昆山万园路188号},5011000000696,0.275803144224
协泰中心,虹桥,虹桥,24,11,Null,57,2,10,30106,普豪投资有限公司,31.2103,121.413,{遵义南路88号},5011000016717,0.0523188698811
中鹰黑森林,万里,万里,9,2.2,板楼/塔板结合,1320,44,50,72248,上海中鹰置业有限公司,31.2774,121.416,{新村路1717弄},5011000015809,0.282275518298
登云家园,元和,元和,Null,1,板楼/平房,150,10,30,11674,暂无信息,31.4108,120.651,{如元路与澄阳路交叉口},239821887922728,0.407093394886
钢领,杨行,杨行,9,0,Null,339,23,0,11402,上海钢联投资发展有限公司,31.398,121.46,{友谊路1588弄},5011000009050,0.276124781221
又一村（静安）,江宁路,江宁路,73,0,Null,735,60,0,96834,上海静安,31.2361,121.452,"{常德路519弄,常德路545弄,新闸路1640弄}",5011000016103,0.282265950464
海江二村,淞宝,淞宝,22,1.8,Null,3002,191,35,38095,北辰集团,31.3988,121.509,{海江二村},5011000014271,0.510581151039
大华锦绣华城（十四街区）,北蔡,北蔡,5,1.4,板楼,832,41,35,75218,锦绣华城有限公司,31.1813,121.532,{华鹏路300弄},5011000014460,0.282265296268
航华新苑,航华,航华,10,1.48,Null,88,5,40,27953,上海华漕房地产开发有限公司,31.1828,121.356,{航中路635弄},5011000009469,0.341562590764
吴兴路26号,衡山路,衡山路,35,0,Null,16,2,0,97139,暂无信息,31.212,121.448,{吴兴路26号},5011000008376,0.282268794127
复兴西路44弄,衡山路,衡山路,86,1.2,Null,25,9,39,104375,暂无信息,31.217,121.452,{复兴西路44弄},5011000010278,0.282278455271
泰宸舒庭,安亭,安亭,12,0.59,Null,174,11,35,16465,上海冠鸿置业发展有限公司,31.3045,121.169,{阜康西路28弄},5011000019358,0.198523181213
中华新路893弄,不夜城,不夜城,43,2.6,Null,543,28,24,58066,暂无信息,31.2614,121.463,{中华新路893弄},5011000006369,0.282274098068
威海路188号,人民广场,人民广场,Null,0,Null,1,2,0,Null,暂无信息,31.2338,121.474,{威海路188号},5011000010695,Null
小木桥路323弄,斜土路,斜土路,20,1,Null,38,5,20,55425,上海中凯企业集团有限公司,31.2025,121.465,{小木桥路323弄},5011000018485,0.282269440172
南桥路313号,川沙,川沙,31,0,板楼,6,4,0,25925,暂无信息,31.197,121.713,{南桥路313号},5011102207453,Null
大盈公寓,夏阳,夏阳,18,0,Null,391,37,0,17886,暂无信息,31.1514,121.123,{青松路129弄},5011000001512,0.0284399922612
中铁北城时代,杨行,杨行,Null,2,板楼,360,11,30,27758,暂无信息,31.3955,121.446,{月辉路218弄},5011000019796,0.324608384534
常德大厦,长寿路,长寿路,18,4.67,Null,164,3,9,44113,上海中环投资开发(集团)有限公司,31.2475,121.443,"{常德路1239号,长寿路478弄5号}",5011000018030,0.307409212041
豫园大酒店,豫园,豫园,Null,0,板楼,1,1,0,55483,Null,31.2334,121.495,{福佑路398号},5010024465214998,0.282278529438
雁荡路65弄,淮海中路,淮海中路,76,0,Null,1,2,0,Null,暂无信息,31.2265,121.476,{雁荡路65弄},5011000009289,Null
杏梅园,曹杨,曹杨,38,2.1,Null,33,17,20,47358,暂无信息,31.2413,121.415,{杏山路132号},5011000002407,0.282273847763
广洋苑,金杨,金杨,14,1.8,Null,966,74,45,69877,上海洋泾房地产有限公司,31.256,121.575,"{居家桥路699弄,张杨路3083弄}",5011000016395,0.372889893074
栖山路130弄,洋泾,洋泾,22,1.7,Null,210,10,28,61109,万科,31.2494,121.551,{栖山路130弄},5011000006526,0.282273393012
华丽家园,莘庄,莘庄,14,1.48,Null,620,48,40,51868,上海家园房地产开发有限公司,31.1085,121.4,{春申路3455弄},5011000015071,0.54357109224
宝华国际广场（闸北）,大宁,大宁,Null,0,Null,76,2,0,29394,暂无信息,31.2858,121.449,{广中西路555号},5011102209294,0.282247032346
太湖高尔夫山庄,香山,香山,Null,0.27,板楼,16,14,53,24538,暂无信息,31.2201,120.411,{湖滨路68号},239821887922257,0.0083211627934
西姚家弄55号,豫园,豫园,34,0,Null,18,2,0,88170,暂无信息,31.2282,121.503,{西姚家弄55号},509821540057270,0.282272506597
三林新村（永泰路468弄）,三林,三林,7,1.23,Null,1248,28,40,48915,上海东程房地产发展有限公司,31.1433,121.519,{永泰路468弄},5011000012831,0.28228827656
衡山路700号,徐家汇,徐家汇,82,0,Null,8,2,0,162619,暂无信息,31.2051,121.448,{衡山路700号},5011000009557,0.282281689977
中漕路300弄,徐家汇,徐家汇,34,0,Null,1,2,0,Null,暂无信息,31.1882,121.439,{中漕路300弄},5011000003971,Null
万科翡翠滨江（二期）,陆家嘴,陆家嘴,0,2.76,板楼,231,10,30,82594,暂无信息,31.2487,121.525,{滨江大道399弄},5011102208331,0.28227433344
闻喜路707号,彭浦,彭浦,39,1.8,Null,21,2,35,38157,彭浦新村物业管理公司,31.3145,121.46,{闻喜路707号},5011000020444,0.109690755076
达安大厦,江宁路,江宁路,25,0.5,Null,90,2,30,67214,上海达安置业有限公司,31.2401,121.459,{江宁路373号},5011000018351,0.222802214863
水丰路61弄,周家嘴路,周家嘴路,18,0,Null,90,9,0,41045,上海市卫百辛,31.2873,121.549,{水丰路61弄},5011000019300,0.282285612501
莱茵半岛会所,上海周边,上海周边上海周边,Null,0,Null,1,2,0,Null,暂无信息,0,0,{太仓人民路圣德大厦04-05},5011000015682,Null
民惠佳苑（二区）,香花桥,香花桥,6,0,Null,2,3,0,10767,暂无信息,31.2179,121.114,{香大路848弄359至438号},5011102207866,0.282288004731
复地钢领,杨行,杨行,4,0,Null,27,28,0,12459,暂无信息,31.3994,121.463,{友谊路1538弄},5011000002101,0.282239363968
保利香槟苑,东外滩,东外滩,9,2.8,Null,1018,16,38,68009,上海君兰置业有限公司,31.262,121.534,"{怀德路366弄（二期）,怀德路383弄（一期）}",5011000015590,0.282288072408
永泰西郊苑,西郊,西郊,4,0.8,Null,4,5,0,113022,暂无信息,31.2059,121.38,{青溪路500弄},5011000002445,0.429451714884
陆家嘴基金大厦,潍坊,潍坊,5,0,Null,50,2,0,Null,暂无信息,31.23,121.539,{竹林路101号},5011063203867,Null
马泾桥一村,月浦,月浦,38,0,Null,415,28,0,21125,暂无信息,31.4251,121.423,{马泾桥一村},5011000013041,0.287435215016
华阳苑,洋泾,洋泾,13,1.98,Null,211,6,48,63763,上海福城房地产开发有限公司,31.2457,121.561,{张杨路2100弄1-8号},5011000012980,0.535218485352
房地人才公寓,衡山路,衡山路,30,2.5,Null,73,7,25,8491,上海徐房（集团）有限公司,31.218,121.461,{复兴中路1333弄},5011000013924,0.418340558032
建屋乐活城,双湖,双湖,Null,0,平房,195,2,0,19255,暂无信息,31.2965,120.731,{星湖街999号},239821887922787,0.497930640788
苏州世茂广场,沧浪新城,沧浪新城,Null,1.7,板楼,1630,7,42,14313,暂无信息,31.2705,120.606,{宝带西路1155号},239821887922732,0.275153936312
丹徒小区,北外滩,北外滩,32,1.2,Null,322,15,35,25975,丹徒开发商,31.259,121.51,{丹徒路167弄},5011000007981,0.493473569528
天健萃园,万祥镇,万祥镇,Null,1.4,板楼,1,1,35,Null,Null,30.9771,121.82,{祥凯路2013弄},5010930658749497,Null
延长路174号,闸北公园,闸北公园,36,4,Null,24,2,10,Null,暂无信息,31.278,121.463,{延长路174号},509821540057783,Null
馨佳园（菊泉街1280弄）,顾村,顾村,6,1.48,Null,1275,31,35,32139,上海明馨置业有限公司,31.3664,121.379,{菊泉街1280弄},5011102210213,0.282270580854
高弘家苑,金桥,金桥,5,0,Null,740,16,40,57038,弘达置业,31.3159,121.59,{莱阳路2328弄},5011000001245,0.371465496553
静安新城（八区）,静安新城,静安新城,17,1.6,Null,408,35,43,53199,上海静安新城置业有限公司,31.1672,121.388,{漕宝路1467弄},5011000003671,0.282269701625
大上海小台北,上海周边,上海周边,11,0,Null,6,5,0,19347,暂无信息,31.2889,121.162,{兆丰路99号},5011102207478,0.0596902114794
中信五牛城,源深,源深,20,0.4,Null,626,4,30,55874,上海信泰酒店经营管理有限公司,31.2481,121.537,"{浦东大道1081号,浦东大道1089号}",5011000015077,0.311285623157
大成名庭,菊园新区,徐行,Null,1.9,板楼,224,17,35,Null,暂无信息,31.4169,121.273,{武乡南路259弄},509977363955814,Null
华夏银行大厦,陆家嘴,陆家嘴,17,2.1,Null,199,2,20,36068,华夏银行大厦建设发展有限公司,31.2455,121.515,{浦东南路256号},5011000017341,-0.031185267232
环绿国际,顾村,顾村,8,1.2,Null,522,113,48,30261,环绿国际开发公司,31.3621,121.392,{宝绿路99弄},5011000014747,0.385455550947
万科有山,赵巷,赵巷,Null,1.02,板楼,894,386,35,31790,暂无信息,31.1375,121.237,{置旺路288弄},5011000019025,0.282297431636
止园路400弄,西藏北路,西藏北路,58,0,Null,598,29,0,137109,暂无信息,31.2665,121.474,{止园路400弄},5011000004253,0.282278997043
天津路138弄,南京东路,南京东路,Null,16,Null,2,3,22,42636,天津路138弄,31.2442,121.49,{天津路138弄},5011000005006,0.282268993556
金球花园,七宝,七宝,19,1.5,Null,360,31,43,37570,上海金球房地产开发经营有限公司,31.1675,121.353,{吴中路2727弄},5011000013024,0.229686042616
杉林新月（环林东路875弄）,三林,三林,10,1.9,Null,1218,23,36,50743,上海世维置业发展有限公司,31.1462,121.536,{环林东路875弄},5011000017832,0.282299463874
新天大厦,长寿路,长寿路,26,1.8,Null,244,2,35,35088,暂无信息,31.2486,121.454,{安远路84号},5011000016687,0.433274890887
聆湖丽墅,阳澄湖,阳澄湖,Null,0.42,板楼/平房,41,38,60,15897,苏州翠屏置业有限公司,31.4917,120.745,{凤阳路99号},239821887922273,Null
汇商公寓,祝桥,祝桥,Null,0,Null,1,3,0,24644,暂无信息,31.1236,121.766,{川南奉公路4939弄},5011102207116,0.44014084507
圣陶沙花园（别墅）,莘庄,莘庄,16,0.6,Null,706,707,0,56020,上海联农凯泰置业有限公司,31.139,121.379,{顾戴路2199弄},5011000015693,0.282275379525
四季全景台,花木,花木,11,2.8,Null,211,5,50,73134,上海新希望集团房地产开发有限公司,31.2176,121.559,{花木路916弄},5011000016946,0.142393734722
